Order_ID,Order_Date,Product,Category,Quantity,Price,Revenue,Region,Customer_Type
16144,2023-12-10,Headphones,Audio,4.0,73.12,292.5,Central,VIP
14851,2023-08-24,SSD,Storage,1.0,141.77,141.77,North,New
13275,2023-02-03,Motherboard,Components,5.0,179.91,899.54,West,Premium
16241,2023-12-06,RAM,Components,3.0,73.74,221.22,West,Regular
14428,2023-07-24,Mouse,Accessories,4.0,23.27,93.07,Central,Regular
12897,2023-01-10,SSD,Storage,7.0,140.71,984.94,North,Regular
16285,2023-12-28,Laptop,Computers,3.0,891.83,2675.5,West,VIP
12482,2022-11-16,Case,Components,3.0,60.84,182.52,East,Regular
12837,2022-12-13,USB Cable,Accessories,4.0,9.36,37.44,Central,Premium
14713,2023-08-01,USB Cable,Accessories,8.0,10.4,83.18,South,New
11092,2022-06-10,Hard Drive,Storage,2.0,88.8,177.61,North,New
11756,2022-09-22,Motherboard,Components,6.0,182.72,1096.31,West,New
14723,2023-08-26,Graphics Card,Components,8.0,486.91,3895.28,Central,Regular
11481,2022-08-02,Headphones,Audio,8.0,89.71,717.67,Central,Premium
10199,2022-02-21,USB Cable,Accessories,2.0,8.92,17.84,North,New
16232,2023-12-16,Power Supply,Components,2.0,94.92,189.83,Central,New
14120,2023-05-15,Webcam,Accessories,2.0,61.55,123.09,South,VIP
11194,2022-07-26,Headphones,Audio,3.0,86.94,260.83,South,VIP
13661,2023-04-08,Graphics Card,Components,8.0,532.13,4257.05,West,VIP
11570,2022-08-13,Motherboard,Components,1.0,184.38,184.38,South,New
12486,2022-11-05,Power Supply,Components,6.0,99.79,598.76,Central,Regular
13322,2023-03-24,RAM,Components,3.0,69.41,208.22,West,New
12188,2022-11-06,Headphones,Audio,2.0,71.04,142.08,Central,VIP
14359,2023-06-22,Hard Drive,Storage,1.0,108.16,108.16,South,VIP
12460,2022-11-07,SSD,Storage,6.0,160.83,964.99,East,Premium
15815,2023-11-02,Keyboard,Accessories,8.0,45.81,366.48,South,Premium
11281,2022-07-09,Laptop,Computers,8.0,872.44,6979.5,East,VIP
11460,2022-08-16,SSD,Storage,7.0,170.22,1191.55,East,Regular
11850,2022-09-12,Mouse,Accessories,7.0,25.04,175.31,East,Regular
12232,2022-11-12,Headphones,Audio,3.0,79.2,237.61,South,Regular
13328,2023-03-01,RAM,Components,5.0,87.37,436.84,East,New
15834,2023-11-02,SSD,Storage,1.0,170.1,170.1,East,Premium
10595,2022-04-08,RAM,Components,6.0,87.35,524.09,East,Regular
15954,2023-12-07,Motherboard,Components,6.0,228.2,1369.22,South,Premium
15590,2023-11-20,Webcam,Accessories,6.0,62.84,377.05,Central,VIP
13685,2023-04-12,Graphics Card,Components,4.0,505.52,2022.09,West,Premium
12130,2022-10-28,Monitor,Display,4.0,278.88,1115.5,South,VIP
11187,2022-07-03,Mouse,Accessories,3.0,23.32,69.96,South,VIP
13088,2023-02-05,CPU Cooler,Components,6.0,38.29,229.77,South,Premium
12421,2022-11-11,CPU Cooler,Components,3.0,37.06,111.19,West,VIP
10045,2022-01-10,USB Cable,Accessories,8.0,8.96,71.72,East,Premium
13574,2023-04-25,CPU Cooler,Components,4.0,43.16,172.63,Central,Regular
12067,2022-10-25,Laptop,Computers,6.0,907.58,5445.45,Central,VIP
15137,2023-09-20,CPU Cooler,Components,7.0,38.33,268.29,Central,New
12566,2022-12-12,Monitor,Display,3.0,341.22,1023.65,East,Regular
14243,2023-06-08,Laptop,Computers,3.0,863.09,2589.26,East,VIP
15849,2023-11-02,Power Supply,Components,3.0,89.29,267.86,West,New
14557,2023-07-06,Graphics Card,Components,3.0,432.08,1296.24,West,Premium
16003,2023-12-21,Power Supply,Components,1.0,82.47,82.47,West,VIP
12495,2022-12-18,Laptop,Computers,6.0,746.85,4481.1,North,Regular
14835,2023-08-12,Graphics Card,Components,4.0,526.15,2104.61,South,Regular
13104,2023-02-04,Case,Components,3.0,70.91,212.74,East,VIP
15176,2023-09-05,Graphics Card,Components,7.0,499.01,3493.1,Central,New
16282,2023-12-23,Headphones,Audio,1.0,73.7,73.7,East,Regular
12642,2022-12-13,Keyboard,Accessories,6.0,51.7,310.18,North,New
12646,2022-12-03,USB Cable,Accessories,6.0,10.75,64.52,West,VIP
11002,2022-06-24,Power Supply,Components,3.0,86.72,260.17,West,Regular
16326,2023-12-17,Mouse,Accessories,8.0,24.58,196.62,East,New
15764,2023-11-21,Headphones,Audio,1.0,89.06,89.06,North,Premium
15058,2023-09-09,Webcam,Accessories,1.0,62.62,62.62,West,VIP
10623,2022-04-14,Mouse,Accessories,5.0,27.43,137.15,Central,VIP
16331,2023-12-10,Graphics Card,Components,,454.4,1363.19,East,Regular
14735,2023-08-05,Case,Components,1.0,77.69,77.69,South,VIP
10362,2022-03-23,Monitor,Display,8.0,283.53,2268.27,East,New
10628,2022-04-09,Hard Drive,Storage,8.0,92.9,743.22,East,Regular
14298,2023-06-02,Graphics Card,Components,8.0,548.19,5818.876849439494,North,Regular
15484,2023-10-23,Monitor,Display,6.0,263.98,1583.88,Central,VIP
10649,2022-04-06,Monitor,Display,4.0,330.33,1321.31,South,Regular
13313,2023-03-25,Motherboard,Components,8.0,223.79,1790.36,North,Premium
14716,2023-08-27,Graphics Card,Components,5.0,522.07,2610.34,East,VIP
11149,2022-06-12,USB Cable,Accessories,1.0,10.17,10.17,South,Regular
14773,2023-08-27,Case,Components,7.0,68.71,480.97,Central,Premium
12203,2022-11-20,Headphones,Audio,1.0,83.53,83.53,West,VIP
13087,2023-02-03,Monitor,Display,4.0,273.24,1092.96,South,Regular
10549,2022-04-17,Mouse,Accessories,5.0,26.59,132.96,Central,Regular
14114,2023-05-04,Keyboard,Accessories,5.0,53.79,268.95,North,Premium
16075,2023-12-16,Graphics Card,Components,2.0,450.2,900.41,North,VIP
10173,2022-02-20,Motherboard,Components,7.0,,1462.93,East,VIP
12598,2022-12-05,CPU Cooler,Components,4.0,42.4,169.6,North,Premium
10386,2022-03-05,Hard Drive,Storage,3.0,98.65,295.95,Central,New
14211,2023-06-15,Mouse,Accessories,8.0,26.78,214.25,North,VIP
10990,2022-06-23,Webcam,Accessories,8.0,66.98,535.81,West,VIP
12098,2022-10-21,Hard Drive,Storage,4.0,98.47,393.88,West,Premium
11704,2022-09-19,Graphics Card,Components,3.0,487.95,1463.86,South,New
14775,2023-08-24,Webcam,Accessories,1.0,56.99,56.99,Central,Premium
15982,2023-12-23,SSD,Storage,4.0,149.2,596.79,Central,Regular
12335,2022-11-15,Mouse,Accessories,1.0,23.64,23.64,North,Premium
12886,2023-01-18,Headphones,Audio,1.0,89.86,89.86,Central,Regular
11706,2022-09-03,Headphones,Audio,2.0,80.76,161.51,Central,VIP
15933,2023-12-01,Mouse,Accessories,7.0,28.5,199.51,North,VIP
15218,2023-09-03,Keyboard,Accessories,5.0,46.98,234.92,East,Premium
12911,2023-01-03,Webcam,Accessories,3.0,54.33,163.0,Central,Regular
11950,2022-10-22,SSD,Storage,8.0,143.34,1146.7,North,Regular
12494,2022-12-11,Hard Drive,Storage,2.0,100.72,201.43,North,Regular
14652,2023-07-06,Power Supply,Components,3.0,101.44,304.31,North,VIP
15091,2023-09-26,Laptop,Computers,1.0,868.1,868.1,East,Regular
10373,2022-03-27,Keyboard,Accessories,1.0,57.46,57.46,West,VIP
13416,2023-03-09,CPU Cooler,Components,3.0,35.26,105.79,Central,New
14368,2023-06-08,RAM,Components,3.0,73.37,220.12,Central,New
12266,2022-11-18,Motherboard,Components,7.0,184.92,1294.42,North,Regular
15105,2023-09-24,Webcam,Accessories,3.0,57.64,172.92,East,New
14883,2023-08-15,Monitor,Display,5.0,270.5,1352.5,Central,Premium
12963,2023-01-12,Laptop,Computers,3.0,897.03,2691.1,West,Regular
11651,2022-09-24,USB Cable,Accessories,5.0,10.32,51.61,South,Regular
11341,2022-07-15,Keyboard,Accessories,2.0,47.26,94.52,Central,VIP
11621,2022-08-19,Keyboard,Accessories,4.0,53.94,215.78,East,New
14349,2023-06-16,Power Supply,Components,2.0,85.03,170.07,North,New
15803,2023-11-27,RAM,Components,8.0,70.19,561.5,South,Premium
11795,2022-09-18,Headphones,Audio,2.0,80.28,160.55,West,Premium
12083,2022-10-23,Headphones,Audio,5.0,68.39,341.93,East,Regular
11030,2022-06-15,Power Supply,Components,7.0,101.55,710.85,North,New
11150,2022-06-17,Mouse,Accessories,6.0,27.72,166.32,Central,Premium
16169,2023-12-06,Monitor,Display,5.0,313.81,1569.04,East,Premium
14022,2023-05-16,Webcam,Accessories,4.0,51.73,206.9,West,Regular
13879,2023-05-20,SSD,Storage,8.0,161.94,1295.49,East,New
16330,2023-12-08,Mouse,Accessories,6.0,23.73,188.88916187312458,West,VIP
11034,2022-06-19,RAM,Components,7.0,72.5,673.345545570197,North,New
14502,2023-07-18,Headphones,Audio,2.0,90.12,180.24,West,New
14701,2023-08-12,RAM,Components,5.0,68.06,340.29,West,Premium
11916,2022-10-13,Laptop,Computers,2.0,768.38,1536.75,East,VIP
14494,2023-07-15,Motherboard,Components,3.0,206.09,618.26,South,VIP
13492,2023-03-03,Keyboard,Accessories,7.0,47.18,330.23,West,Regular
12619,2022-12-01,Headphones,Audio,3.0,76.13,228.38,East,VIP
11162,2022-06-11,Keyboard,Accessories,1.0,52.88,52.88,North,New
10898,2022-05-09,Keyboard,Accessories,,53.41,427.25,South,Regular
14674,2023-07-05,Webcam,Accessories,4.0,62.43,249.72,Central,New
15213,2023-09-03,CPU Cooler,Components,3.0,38.64,115.91,West,New
14708,2023-08-14,USB Cable,Accessories,7.0,9.52,66.64,East,Premium
11694,2022-09-18,Headphones,Audio,1.0,70.03,70.03,North,New
15456,2023-10-01,Hard Drive,Storage,3.0,106.44,319.31,South,Regular
13542,2023-03-09,Monitor,Display,1.0,327.8,327.8,South,Regular
13250,2023-02-28,Motherboard,Components,2.0,228.45,456.9,North,VIP
11825,2022-09-17,USB Cable,Accessories,3.0,10.73,32.19,West,Regular
13186,2023-02-22,SSD,Storage,4.0,160.33,641.32,West,Regular
11876,2022-10-15,USB Cable,Accessories,6.0,9.03,54.18,Central,Premium
12850,2022-12-26,CPU Cooler,Components,4.0,43.53,174.12,East,New
13105,2023-02-01,Webcam,Accessories,4.0,61.3,245.21,West,Regular
12883,2023-01-06,Mouse,Accessories,8.0,23.78,190.25,Central,VIP
14762,2023-08-10,Headphones,Audio,2.0,69.47,138.94,North,New
14509,2023-07-18,USB Cable,Accessories,5.0,10.49,52.47,South,Premium
13787,2023-04-17,Power Supply,Components,8.0,101.18,809.42,North,Regular
13720,2023-04-23,Case,Components,3.0,60.85,182.55,North,Premium
13478,2023-03-23,Graphics Card,Components,3.0,532.5,1597.5,South,Premium
10901,2022-05-11,Mouse,Accessories,3.0,21.67,65.01,West,Regular
15956,2023-12-15,Laptop,Computers,1.0,842.03,842.03,Central,Regular
13360,2023-03-28,Case,Components,7.0,73.89,517.21,North,VIP
14922,2023-08-16,Mouse,Accessories,2.0,23.66,47.31,West,Premium
15702,2023-11-06,CPU Cooler,Components,2.0,38.59,77.18,North,Premium
15691,2023-11-02,Keyboard,Accessories,7.0,45.68,319.79,East,VIP
16084,2023-12-25,Laptop,Computers,4.0,924.61,3698.46,North,Regular
10929,2022-05-26,Graphics Card,Components,1.0,479.14,479.14,West,New
16013,2023-12-13,Keyboard,Accessories,3.0,44.05,132.14,East,VIP
16119,2023-12-28,Laptop,Computers,8.0,853.06,6824.47,East,Premium
13428,2023-03-03,Mouse,Accessories,6.0,28.56,171.36,Central,Premium
15125,2023-09-13,Hard Drive,Storage,6.0,107.74,646.42,South,Premium
12069,2022-10-24,CPU Cooler,Components,5.0,44.3,221.51,Central,VIP
14717,2023-08-08,CPU Cooler,Components,8.0,35.01,280.04,East,Premium
10959,2022-05-11,Webcam,Accessories,1.0,64.85,64.85,South,New
14281,2023-06-28,USB Cable,Accessories,2.0,8.54,17.08,West,VIP
12508,2022-12-25,SSD,Storage,4.0,140.22,560.86,South,VIP
12777,2022-12-19,Webcam,Accessories,6.0,57.86,347.14,West,VIP
14715,2023-08-18,Webcam,Accessories,3.0,52.29,156.87,South,VIP
13218,2023-02-14,Hard Drive,Storage,3.0,86.61,259.82,Central,Regular
14433,2023-07-07,Webcam,Accessories,7.0,64.53,451.73,West,New
15266,2023-10-23,Power Supply,Components,2.0,80.32,160.64,Central,VIP
11816,2022-09-12,Laptop,Computers,2.0,891.5,1783.0,North,VIP
14678,2023-08-09,Keyboard,Accessories,4.0,47.02,188.09,North,Regular
13274,2023-02-19,RAM,Components,2.0,91.9,183.79,West,Regular
11487,2022-08-22,SSD,Storage,8.0,127.59,1020.7,West,Regular
14685,2023-08-22,RAM,Components,5.0,76.61,383.06,South,Regular
15170,2023-09-11,Mouse,Accessories,5.0,27.68,138.38,Central,New
16095,2023-12-20,Webcam,Accessories,8.0,67.74,541.91,West,VIP
14601,2023-07-25,Power Supply,Components,2.0,81.76,163.51,South,New
10444,2022-03-10,Keyboard,Accessories,4.0,51.0,204.0,West,New
11175,2022-06-26,Case,Components,6.0,72.66,435.98,North,Regular
11976,2022-10-09,Headphones,Audio,4.0,68.99,275.95,Central,New
13992,2023-05-05,Keyboard,Accessories,4.0,47.2,188.79,East,Premium
11672,2022-09-18,USB Cable,Accessories,6.0,9.77,58.6,West,New
14887,2023-08-18,Webcam,Accessories,2.0,57.38,114.76,South,Regular
10116,2022-01-04,USB Cable,Accessories,6.0,10.41,62.44,West,Premium
14458,2023-07-02,Graphics Card,Components,5.0,546.49,2732.44,West,New
13365,2023-03-28,Monitor,Display,5.0,256.06,1280.32,North,Regular
14846,2023-08-21,USB Cable,Accessories,2.0,11.35,22.7,East,Premium
12805,2022-12-16,USB Cable,Accessories,8.0,10.64,,East,Premium
10933,2022-05-17,Graphics Card,Components,4.0,510.5,2042.02,South,VIP
13584,2023-04-16,USB Cable,Accessories,2.0,11.22,22.44,Central,VIP
13885,2023-05-17,Hard Drive,Storage,4.0,101.45,405.81,West,New
14572,2023-07-28,Graphics Card,Components,1.0,517.94,517.94,West,VIP
14821,2023-08-21,Monitor,Display,1.0,334.12,334.12,South,Premium
12690,2022-12-27,USB Cable,Accessories,2.0,11.47,22.94,Central,Regular
14871,2023-08-12,Graphics Card,Components,5.0,462.97,2314.86,East,Premium
12976,2023-01-14,Hard Drive,Storage,4.0,89.19,356.77,South,Regular
10343,2022-02-25,USB Cable,Accessories,6.0,8.64,51.81,North,Premium
11861,2022-09-09,Headphones,Audio,3.0,70.01,210.02,North,New
13112,2023-02-04,Graphics Card,Components,5.0,485.74,2428.7,South,Regular
10398,2022-03-28,CPU Cooler,Components,7.0,38.51,269.55,Central,Premium
16017,2023-12-12,USB Cable,Accessories,6.0,9.1,54.57,West,Regular
10738,2022-04-05,Laptop,Computers,1.0,773.48,773.48,South,New
12996,2023-01-05,Mouse,Accessories,1.0,23.26,23.26,North,Regular
16240,2023-12-14,Power Supply,Components,8.0,78.13,625.06,North,Regular
11507,2022-08-10,RAM,Components,7.0,80.32,562.21,East,New
14273,2023-06-14,RAM,Components,2.0,82.94,165.87,East,VIP
15333,2023-10-28,Graphics Card,Components,7.0,435.15,3046.06,Central,Premium
13660,2023-04-09,USB Cable,Accessories,4.0,10.47,41.87,North,New
15523,2023-10-26,Mouse,Accessories,3.0,23.67,71.0,West,Regular
13682,2023-04-22,CPU Cooler,Components,8.0,42.76,342.05,North,VIP
14493,2023-07-28,Mouse,Accessories,6.0,25.62,153.7,West,New
14776,2023-08-12,Monitor,Display,5.0,287.09,1435.44,Central,Regular
16047,2023-12-07,Hard Drive,Storage,7.0,92.79,649.51,East,VIP
15971,2023-12-12,Graphics Card,Components,5.0,438.47,2192.36,Central,Premium
12811,2022-12-10,CPU Cooler,Components,3.0,34.13,102.4,North,Premium
14210,2023-06-14,Motherboard,Components,6.0,227.95,1367.68,South,Premium
10315,2022-02-23,Mouse,Accessories,5.0,27.93,139.67,South,Premium
14815,2023-08-12,Keyboard,Accessories,3.0,47.16,141.47,Central,New
10616,2022-04-01,Webcam,Accessories,5.0,68.13,340.65,North,New
11761,2022-09-04,Keyboard,Accessories,2.0,43.12,86.23,South,Premium
11837,2022-09-19,Power Supply,Components,7.0,,625.64,North,New
10026,2022-01-20,Webcam,Accessories,8.0,51.35,410.8,East,New
14182,2023-06-08,Webcam,Accessories,1.0,66.03,66.03,North,Premium
11217,2022-07-06,SSD,Storage,8.0,159.46,1275.69,South,Premium
16163,2023-12-04,RAM,Components,4.0,88.61,354.44,Central,VIP
15812,2023-11-06,Monitor,Display,3.0,332.29,996.87,West,VIP
14372,2023-06-10,Keyboard,Accessories,4.0,56.92,227.69,West,Regular
12702,2022-12-21,RAM,Components,1.0,84.3,84.3,North,VIP
15865,2023-11-25,Keyboard,Accessories,2.0,55.74,111.49,South,Regular
10100,2022-01-16,Monitor,Display,5.0,294.23,1471.13,North,VIP
15591,2023-11-15,Power Supply,Components,4.0,95.98,383.92,Central,Premium
13987,2023-05-03,CPU Cooler,Components,8.0,44.61,356.85,West,VIP
10497,2022-03-05,Monitor,Display,7.0,341.74,2392.21,Central,VIP
15625,2023-11-19,USB Cable,Accessories,3.0,10.05,30.14,Central,Premium
15021,2023-09-23,RAM,Components,5.0,78.54,392.71,East,Regular
12542,2022-12-02,Mouse,Accessories,2.0,24.32,48.65,Central,Regular
14054,2023-05-04,Webcam,Accessories,7.0,65.5,458.49,West,Premium
15264,2023-10-13,Case,Components,1.0,70.29,70.29,East,Premium
12630,2022-12-12,Case,Components,1.0,69.45,69.45,South,Regular
10832,2022-05-15,Laptop,Computers,4.0,939.39,3757.58,Central,New
15275,2023-10-07,SSD,Storage,1.0,158.42,158.42,South,Regular
15308,2023-10-07,Mouse,Accessories,6.0,24.01,144.04,Central,VIP
11219,2022-07-27,Case,Components,5.0,77.03,385.13,East,VIP
15651,2023-11-13,CPU Cooler,Components,2.0,42.89,85.77,South,VIP
10712,2022-04-27,Case,Components,1.0,59.74,,South,VIP
15396,2023-10-25,Power Supply,Components,4.0,83.8,335.18,Central,Regular
13305,2023-03-27,Mouse,Accessories,4.0,23.93,95.73,Central,Premium
10999,2022-06-01,Keyboard,Accessories,8.0,51.35,410.84,South,VIP
10194,2022-02-05,Power Supply,Components,4.0,99.72,398.9,West,New
16295,2023-12-19,Monitor,Display,6.0,336.15,2016.88,South,VIP
13415,2023-03-17,RAM,Components,2.0,78.78,157.57,East,New
12361,2022-11-09,RAM,Components,7.0,69.42,485.97,North,New
10955,2022-05-25,Motherboard,Components,3.0,215.72,647.17,West,Premium
15920,2023-11-17,USB Cable,Accessories,8.0,11.22,89.77,South,Regular
11760,2022-09-08,Graphics Card,Components,5.0,456.5,2282.52,West,Regular
16226,2023-12-07,Monitor,Display,5.0,338.21,1691.04,West,New
15929,2023-12-23,Mouse,Accessories,5.0,27.33,136.67,Central,New
10994,2022-06-17,Power Supply,Components,1.0,81.63,81.63,West,VIP
14448,2023-07-06,Hard Drive,Storage,7.0,110.16,771.12,East,Premium
10696,2022-04-08,Laptop,Computers,1.0,893.77,893.77,North,VIP
11912,2022-10-14,CPU Cooler,Components,8.0,39.08,312.68,East,New
15900,2023-11-02,Headphones,Audio,4.0,77.87,311.47,West,New
15103,2023-09-22,Laptop,Computers,5.0,906.24,4531.2,Central,VIP
14779,2023-08-10,Keyboard,Accessories,7.0,48.5,339.52,South,Regular
12030,2022-10-07,Case,Components,4.0,71.48,285.91,West,New
10890,2022-05-10,Laptop,Computers,7.0,925.98,6481.87,Central,Premium
14221,2023-06-14,Hard Drive,Storage,1.0,96.59,96.59,West,New
13452,2023-03-19,Keyboard,Accessories,1.0,51.41,51.41,Central,New
10149,2022-01-08,Graphics Card,Components,1.0,574.94,574.94,East,Regular
14515,2023-07-09,Keyboard,Accessories,1.0,44.52,44.52,South,Premium
15679,2023-11-02,RAM,Components,4.0,85.05,340.19,East,New
15086,2023-09-13,Hard Drive,Storage,7.0,101.73,712.09,East,Regular
12547,2022-12-21,Case,Components,8.0,79.18,633.45,West,New
10535,2022-03-26,CPU Cooler,Components,4.0,39.94,,North,Premium
13887,2023-05-15,Laptop,Computers,5.0,746.54,3732.72,North,Regular
12672,2022-12-21,Motherboard,Components,1.0,222.82,222.82,West,Premium
12609,2022-12-15,Webcam,Accessories,7.0,59.35,415.42,West,VIP
10622,2022-04-19,SSD,Storage,8.0,134.41,,East,Regular
10079,2022-01-07,USB Cable,Accessories,7.0,10.53,73.72,South,New
12970,2023-01-28,RAM,Components,2.0,87.12,174.24,South,Regular
11239,2022-07-23,Power Supply,Components,2.0,78.6,157.2,West,VIP
12623,2022-12-23,Monitor,Display,6.0,312.05,1872.29,West,New
14356,2023-06-19,Monitor,Display,7.0,284.71,1992.96,North,Premium
14312,2023-06-18,Case,Components,5.0,77.68,388.39,North,Regular
12144,2022-11-13,Headphones,Audio,1.0,74.44,,South,New
10255,2022-02-12,SSD,Storage,2.0,141.47,282.94,West,Regular
13633,2023-04-12,Mouse,Accessories,3.0,25.22,75.65,West,VIP
13332,2023-03-11,USB Cable,Accessories,6.0,9.97,59.82,West,New
12572,2022-12-05,CPU Cooler,Components,7.0,39.67,277.72,West,Premium
15738,2023-11-02,CPU Cooler,Components,1.0,34.61,34.61,West,Regular
10354,2022-03-24,Laptop,Computers,8.0,765.98,6127.84,Central,VIP
12903,2023-01-25,Webcam,Accessories,6.0,66.99,401.95,South,Premium
14209,2023-06-22,RAM,Components,3.0,79.77,239.32,Central,Premium
13863,2023-05-21,Webcam,Accessories,7.0,65.77,460.37,South,VIP
16168,2023-12-02,CPU Cooler,Components,5.0,40.52,268.79155951290795,South,Regular
10629,2022-04-05,Power Supply,Components,2.0,78.81,157.63,East,VIP
11000,2022-06-03,Headphones,Audio,6.0,84.6,507.61,South,Regular
13510,2023-03-16,Headphones,Audio,4.0,85.55,342.19,Central,Regular
13825,2023-04-10,Headphones,Audio,7.0,79.92,559.42,West,VIP
11798,2022-09-16,Keyboard,Accessories,2.0,45.87,91.74,East,New
13971,2023-05-02,Laptop,Computers,8.0,875.91,7007.29,South,Regular
13506,2023-03-11,CPU Cooler,Components,5.0,44.39,221.97,North,Premium
14824,2023-08-02,Motherboard,Components,1.0,205.36,,Central,Premium
10162,2022-01-27,Hard Drive,Storage,8.0,92.31,738.5,Central,Premium
13769,2023-04-10,Graphics Card,Components,8.0,463.24,3705.89,East,New
16301,2023-12-11,SSD,Storage,4.0,163.06,652.26,East,New
15862,2023-11-20,Power Supply,Components,7.0,95.18,666.27,West,VIP
15830,2023-11-07,Laptop,Computers,2.0,755.34,1510.67,North,Premium
11524,2022-08-15,Monitor,Display,6.0,327.85,1967.12,South,VIP
11615,2022-08-18,Motherboard,Components,3.0,185.44,,West,New
10517,2022-03-11,SSD,Storage,3.0,152.98,458.93,West,New
13050,2023-01-19,RAM,Components,2.0,87.28,174.56,East,Premium
12059,2022-10-10,Motherboard,Components,4.0,177.36,709.46,South,Regular
15630,2023-11-11,SSD,Storage,4.0,171.78,687.14,West,New
13998,2023-05-17,Keyboard,Accessories,8.0,46.24,369.89,West,Premium
14777,2023-08-19,Webcam,Accessories,7.0,56.89,398.22,South,New
13043,2023-01-19,Mouse,Accessories,8.0,25.95,207.58,West,VIP
11655,2022-09-14,Motherboard,Components,1.0,179.61,179.61,East,VIP
14848,2023-08-26,Webcam,Accessories,2.0,53.44,106.88,East,VIP
13519,2023-03-20,SSD,Storage,4.0,133.44,533.76,North,Regular
11938,2022-10-04,Keyboard,Accessories,6.0,55.43,332.57,Central,VIP
12596,2022-12-20,Motherboard,Components,3.0,198.15,594.46,Central,Regular
15126,2023-09-18,Monitor,Display,2.0,307.88,615.77,East,Regular
11893,2022-10-21,Power Supply,Components,3.0,77.25,,Central,Regular
10993,2022-06-17,SSD,Storage,7.0,171.77,1202.41,North,VIP
13545,2023-03-28,Hard Drive,Storage,7.0,112.48,787.39,Central,New
12722,2022-12-13,SSD,Storage,4.0,168.3,673.19,South,Regular
10884,2022-05-18,Hard Drive,Storage,3.0,114.09,342.26,Central,Premium
15419,2023-10-20,Keyboard,Accessories,1.0,53.52,53.52,West,New
11455,2022-08-04,SSD,Storage,3.0,140.34,421.02,South,New
15069,2023-09-20,Webcam,Accessories,2.0,68.4,136.81,Central,Premium
10845,2022-05-14,Webcam,Accessories,1.0,63.61,63.61,East,Premium
11560,2022-08-15,Laptop,Computers,6.0,854.73,5128.35,South,New
16071,2023-12-12,SSD,Storage,6.0,144.84,869.05,West,New
12944,2023-01-02,Case,Components,6.0,66.99,401.97,South,New
11749,2022-09-07,Case,Components,3.0,64.32,192.95,South,VIP
10781,2022-05-26,Webcam,Accessories,7.0,54.04,378.25,East,Premium
11222,2022-07-06,Hard Drive,Storage,4.0,85.85,343.41,East,VIP
12457,2022-11-10,CPU Cooler,Components,7.0,43.62,305.36,West,New
